domain,keyword_or_alias,source,weight
geopolitics,belgium,tag,0.5
geopolitics,benchmark,tag,0.5
geopolitics,bert,tag,0.5
geopolitics,blast,tag,0.5
geopolitics,blockchain,tag,0.5
geopolitics,border,tag,0.5
geopolitics,bot-detection,tag,0.5
geopolitics,botometer,tag,0.5
geopolitics,brent,tag,0.5
geopolitics,browser-extension,tag,0.5
geopolitics,calculator,tag,0.5
geopolitics,campaign-finance,tag,0.5
geopolitics,case-law,tag,0.5
geopolitics,casualty-data,tag,0.5
geopolitics,catalog,tag,0.5
geopolitics,change-detection,tag,0.5
geopolitics,civic-data,tag,0.5
geopolitics,civic-tech,tag,0.5
geopolitics,claim-detection,tag,0.5
geopolitics,claim-matching,tag,0.5
geopolitics,classification,tag,0.5
geopolitics,cli,tag,0.5
geopolitics,client,tag,0.5
geopolitics,climate-modeling,tag,0.5
geopolitics,coalitions,tag,0.5
geopolitics,coastal,tag,0.5
geopolitics,cobalt,tag,0.5
geopolitics,collaboration,tag,0.5
geopolitics,communication,tag,0.5
geopolitics,compliance,tag,0.5
geopolitics,computer-vision,tag,0.5
geopolitics,conditional-encoding,tag,0.5
geopolitics,conflict-analysis,tag,0.5
geopolitics,conflict-data,tag,0.5
geopolitics,conflict-forecasting,tag,0.5
geopolitics,conflict-intelligence,tag,0.5
geopolitics,conflict-monitoring,tag,0.5
geopolitics,congress,tag,0.5
geopolitics,connectivity,tag,0.5
geopolitics,connector,tag,0.5
geopolitics,connectors,tag,0.5
geopolitics,coordinate-transform,tag,0.5
geopolitics,corpus,tag,0.5
geopolitics,courts,tag,0.5
geopolitics,crisis,tag,0.5
geopolitics,critical-minerals,tag,0.5
geopolitics,cross-lingual,tag,0.5
geopolitics,crowdsourcing,tag,0.5
geopolitics,crypto-addresses,tag,0.5
geopolitics,curation,tag,0.5
geopolitics,customs,tag,0.5
geopolitics,cyber-intelligence,tag,0.5
geopolitics,darts,tag,0.5
geopolitics,dashboard,tag,0.5
geopolitics,data,tag,0.5
geopolitics,data-access,tag,0.5
geopolitics,data-analysis,tag,0.5
geopolitics,data-extraction,tag,0.5
geopolitics,data-mirror,tag,0.5
geopolitics,data-modeling,tag,0.5
geopolitics,data-pipeline,tag,0.5
geopolitics,data-visualization,tag,0.5
geopolitics,dataset,tag,0.5
geopolitics,datasets,tag,0.5
geopolitics,decision-making,tag,0.5
geopolitics,deep-learning,tag,0.5
geopolitics,democracy,tag,0.5
geopolitics,demographics,tag,0.5
geopolitics,depletion,tag,0.5
geopolitics,detection,tag,0.5
geopolitics,diplomacy,tag,0.5
geopolitics,directory,tag,0.5
geopolitics,displacement,tag,0.5
geopolitics,document-processing,tag,0.5
geopolitics,documentation,tag,0.5
geopolitics,drones,tag,0.5
geopolitics,early-warning,tag,0.5
geopolitics,earth-observation,tag,0.5
geopolitics,earth-science,tag,0.5
geopolitics,economic-modeling,tag,0.5
geopolitics,economic-statecraft,tag,0.5
geopolitics,economics,tag,0.5
geopolitics,effects,tag,0.5
geopolitics,elastic-net,tag,0.5
geopolitics,election-results,tag,0.5
geopolitics,elections,tag,0.5
geopolitics,emails,tag,0.5
geopolitics,energy,tag,0.5
geopolitics,energy-security,tag,0.5
geopolitics,enrichment,tag,0.5
geopolitics,entity-matching,tag,0.5
geopolitics,entity-screening,tag,0.5
geopolitics,enumeration,tag,0.5
geopolitics,escalation,tag,0.5
geopolitics,etrs,tag,0.5
geopolitics,eu-law,tag,0.5
geopolitics,eu-sanctions,tag,0.5
geopolitics,europe,tag,0.5
geopolitics,evaluation,tag,0.5
geopolitics,evaluation-metric,tag,0.5
geopolitics,event-data,tag,0.5
geopolitics,event-extraction,tag,0.5
geopolitics,event-forecasting,tag,0.5
geopolitics,evs,tag,0.5
geopolitics,explainability,tag,0.5
geopolitics,export-control,tag,0.5
geopolitics,fact-checking,tag,0.5
geopolitics,factuality,tag,0.5
geopolitics,fake-news,tag,0.5
geopolitics,fatalities,tag,0.5
geopolitics,fec,tag,0.5
geopolitics,field-work,tag,0.5
geopolitics,filings,tag,0.5
geopolitics,fire-events,tag,0.5
geopolitics,fishing,tag,0.5
geopolitics,fishing-effort,tag,0.5
geopolitics,forecast-scoring,tag,0.5
geopolitics,forecasting,tag,0.5
geopolitics,fork,tag,0.5
geopolitics,fossil-fuels,tag,0.5
geopolitics,framework,tag,0.5
geopolitics,france,tag,0.5
geopolitics,frontend,tag,0.5
geopolitics,fusion,tag,0.5
geopolitics,fuzzy-matching,tag,0.5
geopolitics,gas,tag,0.5
geopolitics,gateway,tag,0.5
geopolitics,gdelt,tag,0.5
geopolitics,general-assembly,tag,0.5
geopolitics,geoeconomics,tag,0.5
geopolitics,geoint,tag,0.5
geopolitics,geolocation,tag,0.5
geopolitics,geopolitics,tag,0.5
geopolitics,geospatial,tag,0.5
geopolitics,geospatial-ai,tag,0.5
geopolitics,geospatial-ml,tag,0.5
geopolitics,github-actions,tag,0.5
geopolitics,global,tag,0.5
geopolitics,global-fishing-watch,tag,0.5
geopolitics,go,tag,0.5
geopolitics,governance,tag,0.5
geopolitics,government-data,tag,0.5
geopolitics,graph,tag,0.5
geopolitics,graph-databases,tag,0.5
geopolitics,graph-learning,tag,0.5
geopolitics,graph-neural-networks,tag,0.5
geopolitics,gui,tag,0.5
geopolitics,headline-analysis,tag,0.5
geopolitics,humanitarian,tag,0.5
geopolitics,iaea,tag,0.5
geopolitics,ideal-points,tag,0.5
geopolitics,ideology,tag,0.5
geopolitics,imagery,tag,0.5
geopolitics,import-export,tag,0.5
geopolitics,india,tag,0.5
geopolitics,information,tag,0.5
geopolitics,infrastructure,tag,0.5
geopolitics,ingestion,tag,0.5
geopolitics,insar,tag,0.5
geopolitics,integration,tag,0.5
geopolitics,intelligence,tag,0.5
geopolitics,intelligence-dashboard,tag,0.5
geopolitics,international-conflict,tag,0.5
geopolitics,international-law,tag,0.5
geopolitics,internet-access,tag,0.5
geopolitics,internet-scanning,tag,0.5
geopolitics,investigation,tag,0.5
geopolitics,io,tag,0.5
geopolitics,iocs,tag,0.5
geopolitics,iom,tag,0.5
geopolitics,java,tag,0.5
geopolitics,javascript,tag,0.5
geopolitics,jordan,tag,0.5
geopolitics,json-api,tag,0.5
geopolitics,kyc,tag,0.5
geopolitics,language-models,tag,0.5
geopolitics,legal-archive,tag,0.5
geopolitics,legal-data,tag,0.5
geopolitics,legal-dataset,tag,0.5
geopolitics,legal-nlp,tag,0.5
geopolitics,legal-platform,tag,0.5
geopolitics,legal-resources,tag,0.5
geopolitics,legal-text,tag,0.5
geopolitics,legislation,tag,0.5
geopolitics,legislative-data,tag,0.5
geopolitics,library,tag,0.5
geopolitics,license-scanning,tag,0.5
geopolitics,list-screening,tag,0.5
geopolitics,llm-research,tag,0.5
geopolitics,lng,tag,0.5
geopolitics,logistics,tag,0.5
geopolitics,machine-learning,tag,0.5
geopolitics,map,tag,0.5
geopolitics,mapping,tag,0.5
geopolitics,maps,tag,0.5
geopolitics,marine-traffic,tag,0.5
geopolitics,maritime,tag,0.5
geopolitics,maritime-data,tag,0.5
geopolitics,maritime-security,tag,0.5
geopolitics,maritime-surveillance,tag,0.5
geopolitics,markets,tag,0.5
geopolitics,matlab,tag,0.5
geopolitics,mcp,tag,0.5
geopolitics,mcp-server,tag,0.5
geopolitics,media-analysis,tag,0.5
geopolitics,media-bias,tag,0.5
geopolitics,metadata,tag,0.5
geopolitics,metasploit,tag,0.5
geopolitics,microsoft,tag,0.5
geopolitics,migration,tag,0.5
geopolitics,military-bases,tag,0.5
geopolitics,misinformation,tag,0.5
geopolitics,misp,tag,0.5
geopolitics,missiles,tag,0.5
geopolitics,missing-migrants,tag,0.5
geopolitics,mitre,tag,0.5
geopolitics,mixture-of-experts,tag,0.5
geopolitics,ml-pipeline,tag,0.5
geopolitics,mlm,tag,0.5
geopolitics,model,tag,0.5
geopolitics,model-evaluation,tag,0.5
geopolitics,modeling,tag,0.5
geopolitics,modules,tag,0.5
geopolitics,monitoring,tag,0.5
geopolitics,monthly-forecasting,tag,0.5
geopolitics,mps,tag,0.5
geopolitics,multilingual,tag,0.5
geopolitics,multimodal,tag,0.5
geopolitics,narratives,tag,0.5
geopolitics,natural-language,tag,0.5
geopolitics,netherlands,tag,0.5
geopolitics,network-analysis,tag,0.5
geopolitics,neutrality,tag,0.5
geopolitics,new-york,tag,0.5
geopolitics,news,tag,0.5
geopolitics,news-aggregation,tag,0.5
geopolitics,news-bias,tag,0.5
geopolitics,news-monitoring,tag,0.5
geopolitics,news-ordering,tag,0.5
geopolitics,news-text,tag,0.5
geopolitics,nextjs,tag,0.5
geopolitics,nlp,tag,0.5
geopolitics,nonproliferation,tag,0.5
geopolitics,normalization,tag,0.5
geopolitics,north-korea,tag,0.5
geopolitics,notebook,tag,0.5
geopolitics,notebooks,tag,0.5
geopolitics,nuclear,tag,0.5
geopolitics,observable-analysis,tag,0.5
geopolitics,observables,tag,0.5
geopolitics,ofac,tag,0.5
geopolitics,ogc,tag,0.5
geopolitics,oil,tag,0.5
geopolitics,ontology,tag,0.5
geopolitics,open-data,tag,0.5
geopolitics,open-indicators,tag,0.5
geopolitics,open-states,tag,0.5
geopolitics,opencti,tag,0.5
geopolitics,openmc,tag,0.5
geopolitics,opensanctions,tag,0.5
geopolitics,osint,tag,0.5
geopolitics,package-manager,tag,0.5
geopolitics,paper-list,tag,0.5
geopolitics,parliament,tag,0.5
geopolitics,participatory-democracy,tag,0.5
geopolitics,passive,tag,0.5
geopolitics,pep-screening,tag,0.5
geopolitics,peps,tag,0.5
geopolitics,persons-of-interest,tag,0.5
geopolitics,photogrammetry,tag,0.5
geopolitics,photonuclear,tag,0.5
geopolitics,pipelines,tag,0.5
geopolitics,platform,tag,0.5
geopolitics,point-clouds,tag,0.5
geopolitics,policy,tag,0.5
geopolitics,political,tag,0.5
geopolitics,political-claims,tag,0.5
geopolitics,political-debates,tag,0.5
geopolitics,political-event-data,tag,0.5
geopolitics,political-extraction,tag,0.5
geopolitics,political-nlp,tag,0.5
geopolitics,politics,tag,0.5
geopolitics,polls,tag,0.5
geopolitics,port-analytics,tag,0.5
geopolitics,portuguese,tag,0.5
geopolitics,precincts,tag,0.5
geopolitics,prediction,tag,0.5
geopolitics,preprocessing,tag,0.5
geopolitics,pricing,tag,0.5
geopolitics,probabilistic,tag,0.5
geopolitics,probabilistic-forecasting,tag,0.5
geopolitics,probabilistic-models,tag,0.5
geopolitics,projections,tag,0.5
geopolitics,proliferation,tag,0.5
geopolitics,propaganda,tag,0.5
geopolitics,publishing,tag,0.5
geopolitics,python,tag,0.5
geopolitics,python-client,tag,0.5
geopolitics,python-package,tag,0.5
geopolitics,querying,tag,0.5
geopolitics,r,tag,0.5
geopolitics,r-analysis,tag,0.5
geopolitics,r-markdown,tag,0.5
geopolitics,r-package,tag,0.5
geopolitics,radar,tag,0.5
geopolitics,rag,tag,0.5
geopolitics,rails,tag,0.5
geopolitics,ranking,tag,0.5
geopolitics,raster-data,tag,0.5
geopolitics,reactor,tag,0.5
geopolitics,real-time,tag,0.5
geopolitics,reconciliation-api,tag,0.5
geopolitics,reconnaissance,tag,0.5
geopolitics,refugees,tag,0.5
geopolitics,relational-gcn,tag,0.5
geopolitics,remote-sensing,tag,0.5
geopolitics,replication,tag,0.5
geopolitics,replication-code,tag,0.5
geopolitics,reports,tag,0.5
geopolitics,research-workflow,tag,0.5
geopolitics,resilience,tag,0.5
geopolitics,resource-security,tag,0.5
geopolitics,resources,tag,0.5
geopolitics,rest-api,tag,0.5
geopolitics,results,tag,0.5
geopolitics,risk,tag,0.5
geopolitics,robustness,tag,0.5
geopolitics,roll-call,tag,0.5
geopolitics,route-planning,tag,0.5
geopolitics,rumors,tag,0.5
geopolitics,safeguards,tag,0.5
geopolitics,sam,tag,0.5
geopolitics,sanctions,tag,0.5
geopolitics,sanctions-api,tag,0.5
geopolitics,sanctions-lists,tag,0.5
geopolitics,sanctions-screening,tag,0.5
geopolitics,sanctions-search,tag,0.5
geopolitics,sar,tag,0.5
geopolitics,satellite-imagery,tag,0.5
geopolitics,scala,tag,0.5
geopolitics,scenarios,tag,0.5
geopolitics,scraper-backend,tag,0.5
geopolitics,scraping,tag,0.5
geopolitics,screening,tag,0.5
geopolitics,sdn-list,tag,0.5
geopolitics,search,tag,0.5
geopolitics,security,tag,0.5
geopolitics,segmentation,tag,0.5
geopolitics,sensor-fusion,tag,0.5
geopolitics,sentiment,tag,0.5
geopolitics,sentinel,tag,0.5
geopolitics,service-map,tag,0.5
geopolitics,services,tag,0.5
geopolitics,sharing,tag,0.5
geopolitics,shiny,tag,0.5
geopolitics,shipments,tag,0.5
geopolitics,shoreline,tag,0.5
geopolitics,siamese-networks,tag,0.5
geopolitics,simulation,tag,0.5
geopolitics,situation-awareness,tag,0.5
geopolitics,social-media,tag,0.5
geopolitics,social-science,tag,0.5
geopolitics,spanish,tag,0.5
geopolitics,spatial-analysis,tag,0.5
geopolitics,spatiotemporal-models,tag,0.5
geopolitics,speech-features,tag,0.5
geopolitics,stance-detection,tag,0.5
geopolitics,stance-prediction,tag,0.5
geopolitics,standards,tag,0.5
geopolitics,stata,tag,0.5
geopolitics,state-legislatures,tag,0.5
geopolitics,statistics,tag,0.5
geopolitics,statutes,tag,0.5
geopolitics,stix,tag,0.5
geopolitics,streamlit,tag,0.5
geopolitics,subdomains,tag,0.5
geopolitics,sudan,tag,0.5
geopolitics,supplier-risk,tag,0.5
geopolitics,supply-chain,tag,0.5
geopolitics,support,tag,0.5
geopolitics,support-services,tag,0.5
geopolitics,sustainability,tag,0.5
geopolitics,tariff-war,tag,0.5
geopolitics,tariffs,tag,0.5
geopolitics,taxii,tag,0.5
geopolitics,temporal-analysis,tag,0.5
geopolitics,terrain-change,tag,0.5
geopolitics,tests,tag,0.5
geopolitics,texas,tag,0.5
geopolitics,text-cnn,tag,0.5
geopolitics,text-extraction,tag,0.5
geopolitics,text-processing,tag,0.5
geopolitics,textbook,tag,0.5
geopolitics,themes,tag,0.5
geopolitics,threat-hunting,tag,0.5
geopolitics,threat-intel,tag,0.5
geopolitics,tidyverse,tag,0.5
geopolitics,time-series,tag,0.5
geopolitics,tooling,tag,0.5
geopolitics,tracker,tag,0.5
geopolitics,tracking,tag,0.5
geopolitics,trade,tag,0.5
geopolitics,trade-agreements,tag,0.5
geopolitics,trade-data,tag,0.5
geopolitics,trade-model,tag,0.5
geopolitics,trade-policy,tag,0.5
geopolitics,trade-war,tag,0.5
geopolitics,transformers,tag,0.5
geopolitics,translation,tag,0.5
geopolitics,transparency,tag,0.5
geopolitics,transport,tag,0.5
geopolitics,treaties,tag,0.5
geopolitics,twitter,tag,0.5
geopolitics,uk,tag,0.5
geopolitics,ukraine,tag,0.5
geopolitics,un,tag,0.5
geopolitics,uncertainty,tag,0.5
geopolitics,unhcr,tag,0.5
geopolitics,us-china,tag,0.5
geopolitics,us-politics,tag,0.5
geopolitics,us-treasury,tag,0.5
geopolitics,vector-data,tag,0.5
geopolitics,verification,tag,0.5
geopolitics,vessel-detection,tag,0.5
geopolitics,vessel-monitoring,tag,0.5
geopolitics,vessel-research,tag,0.5
geopolitics,vessel-search,tag,0.5
geopolitics,vessel-tracking,tag,0.5
geopolitics,video-analytics,tag,0.5
geopolitics,views,tag,0.5
geopolitics,violent-conflict,tag,0.5
geopolitics,visualization,tag,0.5
geopolitics,volunteer-coordination,tag,0.5
geopolitics,voting,tag,0.5
geopolitics,voting-information,tag,0.5
geopolitics,war-prediction,tag,0.5
geopolitics,war-room,tag,0.5
geopolitics,watchlists,tag,0.5
geopolitics,weapons,tag,0.5
geopolitics,web-scraping,tag,0.5
geopolitics,west-asia,tag,0.5
geopolitics,word-embeddings,tag,0.5
geopolitics,world-intelligence,tag,0.5
geopolitics,world-map,tag,0.5
geopolitics,world-monitor,tag,0.5
geopolitics,wti,tag,0.5
geopolitics,zero-shot,tag,0.5
geopolitics,acled api client,category,0.6
geopolitics,acled data access,category,0.6
geopolitics,ais gateway,category,0.6
geopolitics,ais video fusion,category,0.6
geopolitics,api documentation site,category,0.6
geopolitics,apt report collection,category,0.6
geopolitics,asylum flow visualization,category,0.6
geopolitics,attack surface mapping,category,0.6
geopolitics,automated ais tracking,category,0.6
geopolitics,bias browser extension,category,0.6
geopolitics,bias dataset,category,0.6
geopolitics,bot detection,category,0.6
geopolitics,campaign finance api,category,0.6
geopolitics,change detection,category,0.6
geopolitics,claim detection,category,0.6
geopolitics,compliance api,category,0.6
geopolitics,compliance scanning system,category,0.6
geopolitics,conflict analysis,category,0.6
geopolitics,conflict dashboard,category,0.6
geopolitics,conflict forecasting,category,0.6
geopolitics,conflict intelligence,category,0.6
geopolitics,conflict mapping,category,0.6
geopolitics,conflict monitoring,category,0.6
geopolitics,conflict visualization,category,0.6
geopolitics,coordinate transformations,category,0.6
geopolitics,democracy dataset access,category,0.6
geopolitics,democracy metrics,category,0.6
geopolitics,displacement dataset,category,0.6
geopolitics,earth observation,category,0.6
geopolitics,earth observation agents,category,0.6
geopolitics,earth science copilot,category,0.6
geopolitics,economic statecraft textbook,category,0.6
geopolitics,election data pipeline,category,0.6
geopolitics,election info platform,category,0.6
geopolitics,election results data,category,0.6
geopolitics,election results dataset,category,0.6
geopolitics,energy scenarios,category,0.6
geopolitics,energy security study,category,0.6
geopolitics,energy supply chains,category,0.6
geopolitics,entity matching,category,0.6
geopolitics,eu legislation dataset,category,0.6
geopolitics,ev supply chains,category,0.6
geopolitics,event data access,category,0.6
geopolitics,event data ontology,category,0.6
geopolitics,event forecasting,category,0.6
geopolitics,export code classifier,category,0.6
geopolitics,export controls tool,category,0.6
geopolitics,fact-checking platform,category,0.6
geopolitics,fake news detection,category,0.6
geopolitics,fishing api client,category,0.6
geopolitics,fishing effort dashboard,category,0.6
geopolitics,forecast evaluation,category,0.6
geopolitics,forecasting toolkit,category,0.6
geopolitics,fusion proliferation study,category,0.6
geopolitics,gas geopolitics,category,0.6
geopolitics,geoai platform,category,0.6
geopolitics,geoai toolkit,category,0.6
geopolitics,geoint platform,category,0.6
geopolitics,geospatial catalog,category,0.6
geopolitics,geospatial ml platform,category,0.6
geopolitics,geospatial rag,category,0.6
geopolitics,geospatial segmentation,category,0.6
geopolitics,global intelligence,category,0.6
geopolitics,government data scraper,category,0.6
geopolitics,graph benchmark,category,0.6
geopolitics,headline analysis,category,0.6
geopolitics,iaea data extract,category,0.6
geopolitics,ideal point estimation,category,0.6
geopolitics,ideology classification,category,0.6
geopolitics,ideology prediction,category,0.6
geopolitics,insar processing,category,0.6
geopolitics,intelligence mcp server,category,0.6
geopolitics,legal case archive,category,0.6
geopolitics,legal data platform,category,0.6
geopolitics,legal data scraper,category,0.6
geopolitics,legal graph preprocessing,category,0.6
geopolitics,legal nlp benchmark,category,0.6
geopolitics,legal resource directory,category,0.6
geopolitics,legal text extraction,category,0.6
geopolitics,legislative data api,category,0.6
geopolitics,legislative data backend,category,0.6
geopolitics,lng trade analysis,category,0.6
geopolitics,marine monitoring system,category,0.6
geopolitics,maritime anomaly detection,category,0.6
geopolitics,migration data map,category,0.6
geopolitics,migration data visualization,category,0.6
geopolitics,mineral data infrastructure,category,0.6
geopolitics,mineral logistics,category,0.6
geopolitics,mineral supply chains,category,0.6
geopolitics,minerals in africa,category,0.6
geopolitics,misinformation research,category,0.6
geopolitics,misp modules,category,0.6
geopolitics,misp python client,category,0.6
geopolitics,missile test visualizer,category,0.6
geopolitics,multilingual legal dataset,category,0.6
geopolitics,neutral news ordering,category,0.6
geopolitics,news bias dataset,category,0.6
geopolitics,news bias explorer,category,0.6
geopolitics,news corpus,category,0.6
geopolitics,news monitoring,category,0.6
geopolitics,nuclear effects calculator,category,0.6
geopolitics,nuclear effects modeling,category,0.6
geopolitics,nuclear escalation model,category,0.6
geopolitics,nuclear reactor framework,category,0.6
geopolitics,observable analysis engine,category,0.6
geopolitics,oil forecasting,category,0.6
geopolitics,oil geopolitics,category,0.6
geopolitics,oil market monitor,category,0.6
geopolitics,opencti connectors,category,0.6
geopolitics,opencti python client,category,0.6
geopolitics,osint automation,category,0.6
geopolitics,osint cli framework,category,0.6
geopolitics,osint command center,category,0.6
geopolitics,osint fork,category,0.6
geopolitics,osint framework,category,0.6
geopolitics,osint gui framework,category,0.6
geopolitics,osint module pack,category,0.6
geopolitics,osint recon tool,category,0.6
geopolitics,osint resource list,category,0.6
geopolitics,osint tool directory,category,0.6
geopolitics,parliament monitoring,category,0.6
geopolitics,parliament scraper,category,0.6
geopolitics,parliament voting data,category,0.6
geopolitics,participatory democracy,category,0.6
geopolitics,passive subdomain tool,category,0.6
geopolitics,photogrammetry toolkit,category,0.6
geopolitics,photonuclear data library,category,0.6
geopolitics,political data toolkit,category,0.6
geopolitics,political stance dataset,category,0.6
geopolitics,propaganda detection,category,0.6
geopolitics,raster io library,category,0.6
geopolitics,reactor depletion software,category,0.6
geopolitics,reception point map,category,0.6
geopolitics,reconnaissance framework,category,0.6
geopolitics,recursive osint scanner,category,0.6
geopolitics,refugee analysis notebook,category,0.6
geopolitics,refugee connectivity,category,0.6
geopolitics,refugee info site,category,0.6
geopolitics,refugee service map,category,0.6
geopolitics,refugee services map,category,0.6
geopolitics,refugee support api,category,0.6
geopolitics,regional conflict monitor,category,0.6
geopolitics,risk analysis framework,category,0.6
geopolitics,roll call analysis,category,0.6
geopolitics,rumor fact-checking,category,0.6
geopolitics,sanctions analysis,category,0.6
geopolitics,sanctions api,category,0.6
geopolitics,sanctions data,category,0.6
geopolitics,sanctions lists,category,0.6
geopolitics,sanctions screening,category,0.6
geopolitics,sanctions screening backend,category,0.6
geopolitics,sanctions search,category,0.6
geopolitics,sar vessel detection,category,0.6
geopolitics,satellite imagery api,category,0.6
geopolitics,satellite imagery tools,category,0.6
geopolitics,scenario modeling,category,0.6
geopolitics,shoreline mapping,category,0.6
geopolitics,spanish legal lm,category,0.6
geopolitics,stance detection,category,0.6
geopolitics,stance detection model,category,0.6
geopolitics,stance prediction,category,0.6
geopolitics,stance robustness experiments,category,0.6
geopolitics,stix connector library,category,0.6
geopolitics,stix intelligence corpus,category,0.6
geopolitics,stix python apis,category,0.6
geopolitics,sudan conflict analysis,category,0.6
geopolitics,tariff analysis model,category,0.6
geopolitics,tariff analysis notebook,category,0.6
geopolitics,tariff backend service,category,0.6
geopolitics,tariff data analysis,category,0.6
geopolitics,tariff war model,category,0.6
geopolitics,taxii client library,category,0.6
geopolitics,threat hunting toolkit,category,0.6
geopolitics,threat intelligence platform,category,0.6
geopolitics,trade policy analysis,category,0.6
geopolitics,trade policy model,category,0.6
geopolitics,trade war tracker,category,0.6
geopolitics,translation aid,category,0.6
geopolitics,treaty corpus,category,0.6
geopolitics,un alliance mapping,category,0.6
geopolitics,un voting analysis,category,0.6
geopolitics,un voting data,category,0.6
geopolitics,un voting visualizer,category,0.6
geopolitics,unhcr report templates,category,0.6
geopolitics,unhcr theme package,category,0.6
geopolitics,vector gis library,category,0.6
geopolitics,vessel analytics app,category,0.6
geopolitics,vessel research toolkit,category,0.6
geopolitics,vessel search tool,category,0.6
geopolitics,vessel tracking app,category,0.6
geopolitics,volunteer support platform,category,0.6
geopolitics,voting behavior site,category,0.6
geopolitics,voting map generator,category,0.6
geopolitics,world intelligence dashboard,category,0.6
geopolitics,world situation monitor,category,0.6
healthcare,healthcare,domain_name,1.0
healthcare,clinical-nlp-text-mining,sub_domain,0.8
healthcare,clinical-trials-research,sub_domain,0.8
healthcare,dental-specialty-clinics,sub_domain,0.8
healthcare,drug-discovery-molecular-design,sub_domain,0.8
healthcare,ehr-practice-management,sub_domain,0.8
healthcare,epidemiology-disease-surveillance,sub_domain,0.8
healthcare,fhir-health-interoperability,sub_domain,0.8
healthcare,genomics-bioinformatics,sub_domain,0.8
healthcare,health-data-privacy-deidentification,sub_domain,0.8
healthcare,health-data-standards-terminologies,sub_domain,0.8
healthcare,hospital-operations-scheduling,sub_domain,0.8
healthcare,lab-information-systems,sub_domain,0.8
healthcare,medical-ai-diagnostics,sub_domain,0.8
healthcare,medical-education-simulation,sub_domain,0.8
healthcare,medical-imaging-radiology,sub_domain,0.8
healthcare,mental-health-behavioral,sub_domain,0.8
healthcare,pharmacy-medication-management,sub_domain,0.8
healthcare,public-health-population-analytics,sub_domain,0.8
healthcare,telemedicine-remote-care,sub_domain,0.8
healthcare,wearable-iot-health,sub_domain,0.8
healthcare,anatomy,tag,0.5
healthcare,bed-management,tag,0.5
healthcare,behavioral-health,tag,0.5
healthcare,bioinformatics,tag,0.5
healthcare,cbt,tag,0.5
healthcare,cheminformatics,tag,0.5
healthcare,clinical-notes,tag,0.5
healthcare,clinical-trials,tag,0.5
healthcare,coding,tag,0.5
healthcare,data-capture,tag,0.5
healthcare,de-identification,tag,0.5
healthcare,decision-support,tag,0.5
healthcare,demographics,tag,0.5
healthcare,dental,tag,0.5
healthcare,diagnostics,tag,0.5
healthcare,dicom,tag,0.5
healthcare,docking,tag,0.5
healthcare,drug-discovery,tag,0.5
healthcare,drug-safety,tag,0.5
healthcare,education,tag,0.5
healthcare,ehr,tag,0.5
healthcare,emr,tag,0.5
healthcare,entity-extraction,tag,0.5
healthcare,epidemiology,tag,0.5
healthcare,equity,tag,0.5
healthcare,fhir,tag,0.5
healthcare,genomics,tag,0.5
healthcare,hipaa,tag,0.5
healthcare,hl7,tag,0.5
healthcare,hospital-ops,tag,0.5
healthcare,imaging,tag,0.5
healthcare,integration,tag,0.5
healthcare,interoperability,tag,0.5
healthcare,iot,tag,0.5
healthcare,lab,tag,0.5
healthcare,lab-workflows,tag,0.5
healthcare,lims,tag,0.5
healthcare,lis,tag,0.5
healthcare,loinc,tag,0.5
healthcare,medical-ai,tag,0.5
healthcare,medication,tag,0.5
healthcare,mental-health,tag,0.5
healthcare,modeling,tag,0.5
healthcare,nlp,tag,0.5
healthcare,omop,tag,0.5
healthcare,ontologies,tag,0.5
healthcare,outbreaks,tag,0.5
healthcare,pathology,tag,0.5
healthcare,patient-flow,tag,0.5
healthcare,patient-records,tag,0.5
healthcare,pharmacy,tag,0.5
healthcare,pipelines,tag,0.5
healthcare,population-health,tag,0.5
healthcare,practice-management,tag,0.5
healthcare,prescribing,tag,0.5
healthcare,privacy,tag,0.5
healthcare,public-health,tag,0.5
healthcare,radiology,tag,0.5
healthcare,recruitment,tag,0.5
healthcare,remote-monitoring,tag,0.5
healthcare,research,tag,0.5
healthcare,scheduling,tag,0.5
healthcare,screening,tag,0.5
healthcare,segmentation,tag,0.5
healthcare,sensors,tag,0.5
healthcare,simulation,tag,0.5
healthcare,snomed,tag,0.5
healthcare,specialty-clinics,tag,0.5
healthcare,specimen-tracking,tag,0.5
healthcare,standards,tag,0.5
healthcare,surveillance,tag,0.5
healthcare,synthetic-data,tag,0.5
healthcare,telemedicine,tag,0.5
healthcare,terminology,tag,0.5
healthcare,variant-calling,tag,0.5
healthcare,video,tag,0.5
healthcare,virtual-care,tag,0.5
healthcare,virtual-patient,tag,0.5
healthcare,virtual-screening,tag,0.5
healthcare,vocabularies,tag,0.5
healthcare,wearables,tag,0.5
healthcare,"clinical nlp, entity extraction, coding & text mining",category,0.6
healthcare,"clinical trials, trial management, recruitment & research tooling",category,0.6
healthcare,"dental, ophthalmology & specialty clinic systems",category,0.6
healthcare,"drug discovery, molecular design, docking & virtual screening",category,0.6
healthcare,"electronic health records (ehr), clinical documentation & practice management",category,0.6
healthcare,"epidemiology, outbreak tracking, contact tracing & disease surveillance",category,0.6
healthcare,"fhir, hl7 servers, integration engines & health interoperability",category,0.6
healthcare,"genomics, sequencing pipelines, variant calling & genome browsers",category,0.6
healthcare,"health data privacy, de-identification, synthetic data & hipaa tooling",category,0.6
healthcare,"health data standards, terminologies, ontologies & vocabulary tooling",category,0.6
