repo_slug,capability_id,capability_label,domain
icinga2-docker,streaming-telemetry,Streaming Telemetry,telecoms
icinga2-docker,distributed-monitoring,Distributed Monitoring,telecoms
icinga2-docker,http-endpoint-checks,Http Endpoint Checks,telecoms
icinga2-docker,alerting-engine,Alerting Engine,telecoms
icinga2-docker,icmp-health-checks,Icmp Health Checks,telecoms
internet-monitoring-geerlingguy,prometheus-stack,Prometheus Stack,telecoms
internet-monitoring-geerlingguy,metrics-collection,Metrics Collection,telecoms
internet-monitoring-geerlingguy,web-dashboard,Web Dashboard,telecoms
internet-monitoring-geerlingguy,speedtest-exporter,Speedtest Exporter,telecoms
internet-monitoring-geerlingguy,icmp-probing,Icmp Probing,telecoms
internet-monitoring-geerlingguy,bandwidth-measurement,Bandwidth Measurement,telecoms
internet-monitoring-geerlingguy,http-probing,Http Probing,telecoms
internet-monitoring-geerlingguy,grafana-dashboard,Grafana Dashboard,telecoms
internet-monitoring-geerlingguy,blackbox-exporter,Blackbox Exporter,telecoms
internet-monitoring-geerlingguy,streaming-telemetry,Streaming Telemetry,telecoms
internet-monitoring-geerlingguy,dns-monitoring,Dns Monitoring,telecoms
internet-monitoring-geerlingguy,latency-measurement,Latency Measurement,telecoms
internet-monitoring-geerlingguy,network-monitoring,Network Monitoring,telecoms
ivoz-provider,sip-proxy,Sip Proxy,telecoms
ivoz-provider,pbx-management,Pbx Management,telecoms
ivoz-provider,multitenant-voip-platform,Multitenant Voip Platform,telecoms
ivoz-provider,voip-provider-management,Voip Provider Management,telecoms
ivoz-provider,web-dashboard,Web Dashboard,telecoms
ivoz-provider,kamailio-integration,Kamailio Integration,telecoms
ivoz-provider,config-mutation,Config Mutation,telecoms
ivoz-provider,rtp-media-handling,Rtp Media Handling,telecoms
ivoz-provider,rest-api,Rest Api,telecoms
ivoz-provider,webrtc-gateway,Webrtc Gateway,telecoms
ivoz-provider,docker-compose-stack,Docker Compose Stack,telecoms
ivoz-provider,asterisk-integration,Asterisk Integration,telecoms
ivoz-provider,call-routing,Call Routing,telecoms
k3s,kubernetes-orchestration,Kubernetes Orchestration,telecoms
k3s,edge-compute-platform,Edge Compute Platform,telecoms
k3s,container-runtime,Container Runtime,telecoms
k3s,lightweight-k8s-cluster,Lightweight K8S Cluster,telecoms
k3s,service-mesh-foundation,Service Mesh Foundation,telecoms
k3s,embedded-etcd,Embedded Etcd,telecoms
k3s,load-balancer-servicelb,Load Balancer Servicelb,telecoms
k3s,ingress-controller,Ingress Controller,telecoms
k3s,helm-controller,Helm Controller,telecoms
kamailio,sip-proxy,Sip Proxy,telecoms
kamailio,websocket-sip-gateway,Websocket Sip Gateway,telecoms
kamailio,ims-core-support,Ims Core Support,telecoms
kamailio,sip-registrar,Sip Registrar,telecoms
kamailio,sip-b2bua,Sip B2Bua,telecoms
kamailio,config-mutation,Config Mutation,telecoms
kamailio,voip-signaling,Voip Signaling,telecoms
kamailio,sip-router,Sip Router,telecoms
kamailio,tls-sip-termination,Tls Sip Termination,telecoms
kamailio,kamailio-scripting,Kamailio Scripting,telecoms
kne-kubernetes-network-emulation,network-topology-emulation,Network Topology Emulation,telecoms
kne-kubernetes-network-emulation,multi-vendor-device-emulation,Multi Vendor Device Emulation,telecoms
kne-kubernetes-network-emulation,gnmi-server,Gnmi Server,telecoms
kne-kubernetes-network-emulation,grpc-topology-management,Grpc Topology Management,telecoms
kne-kubernetes-network-emulation,ospf-emulation,Ospf Emulation,telecoms
kne-kubernetes-network-emulation,topology-mutation,Topology Mutation,telecoms
kne-kubernetes-network-emulation,bgp-emulation,Bgp Emulation,telecoms
kne-kubernetes-network-emulation,kubernetes-network-lab,Kubernetes Network Lab,telecoms
kne-kubernetes-network-emulation,isis-emulation,Isis Emulation,telecoms
kne-kubernetes-network-emulation,config-mutation,Config Mutation,telecoms
kne-kubernetes-network-emulation,virtual-network-node,Virtual Network Node,telecoms
kne-kubernetes-network-emulation,openconfig-support,Openconfig Support,telecoms
kubeedge,edge-orchestration,Edge Orchestration,telecoms
kubeedge,device-management,Device Management,telecoms
kubeedge,cloud-edge-sync,Cloud Edge Sync,telecoms
kubeedge,mqtt-broker-integration,Mqtt Broker Integration,telecoms
kubeedge,kubernetes-edge-runtime,Kubernetes Edge Runtime,telecoms
kubeedge,edge-autonomy,Edge Autonomy,telecoms
kubeedge,cloudhub-edgehub-messaging,Cloudhub Edgehub Messaging,telecoms
kubeedge,containerized-edge-workloads,Containerized Edge Workloads,telecoms
kubeedge,rest-api-gateway,Rest Api Gateway,telecoms
kubeedge,websocket-tunnel,Websocket Tunnel,telecoms
livekit-sip,sip-digest-authentication,Sip Digest Authentication,telecoms
livekit-sip,sip-inbound-trunk,Sip Inbound Trunk,telecoms
livekit-sip,dtmf-support,Dtmf Support,telecoms
livekit-sip,config-mutation,Config Mutation,telecoms
livekit-sip,sip-outbound-trunk,Sip Outbound Trunk,telecoms
livekit-sip,rtp-media-handling,Rtp Media Handling,telecoms
livekit-sip,telephony-room-integration,Telephony Room Integration,telecoms
livekit-sip,webrtc-bridge,Webrtc Bridge,telecoms
livekit-sip,sip-gateway,Sip Gateway,telecoms
my5g-rantester,gtp-u-tunneling,Gtp U Tunneling,telecoms
my5g-rantester,5g-ran-simulation,5G Ran Simulation,telecoms
my5g-rantester,3gpp-compliance-testing,3Gpp Compliance Testing,telecoms
my5g-rantester,multi-core-compatibility,Multi Core Compatibility,telecoms
my5g-rantester,nas-5gs-protocol,Nas 5Gs Protocol,telecoms
my5g-rantester,ngap-protocol,Ngap Protocol,telecoms
my5g-rantester,traffic-generation,Traffic Generation,telecoms
my5g-rantester,gnb-emulation,Gnb Emulation,telecoms
my5g-rantester,load-testing,Load Testing,telecoms
my5g-rantester,large-scale-ue-load-testing,Large Scale Ue Load Testing,telecoms
my5g-rantester,ue-emulation,Ue Emulation,telecoms
napalm,netconf-client,Netconf Client,telecoms
napalm,device-state-retrieval,Device State Retrieval,telecoms
napalm,ssh-cli-client,Ssh Cli Client,telecoms
napalm,network-automation-library,Network Automation Library,telecoms
napalm,config-mutation,Config Mutation,telecoms
napalm,eapi-client,Eapi Client,telecoms
napalm,nxapi-client,Nxapi Client,telecoms
napalm,unified-getter-api,Unified Getter Api,telecoms
napalm,multi-vendor-network-api,Multi Vendor Network Api,telecoms
napalm,configuration-diff,Configuration Diff,telecoms
napalm,config-management,Config Management,telecoms
netxms,network-topology-discovery,Network Topology Discovery,telecoms
netxms,alerting-engine,Alerting Engine,telecoms
netxms,snmpv3-support,Snmpv3 Support,telecoms
netxms,snmp-monitoring,Snmp Monitoring,telecoms
netxms,agent-based-monitoring,Agent Based Monitoring,telecoms
netxms,web-dashboard,Web Dashboard,telecoms
netxms,ssh-management,Ssh Management,telecoms
netxms,streaming-telemetry,Streaming Telemetry,telecoms
netxms,infrastructure-monitoring,Infrastructure Monitoring,telecoms
netxms,unified-network-management,Unified Network Management,telecoms
netxms,wmi-collection,Wmi Collection,telecoms
netxms,icmp-polling,Icmp Polling,telecoms
observium-docker,smokeping-integration,Smokeping Integration,telecoms
observium-docker,network-auto-discovery,Network Auto Discovery,telecoms
observium-docker,snmp-monitoring,Snmp Monitoring,telecoms
observium-docker,web-dashboard,Web Dashboard,telecoms
observium-docker,network-health-visualization,Network Health Visualization,telecoms
observium-docker,lldp-cdp-topology,Lldp Cdp Topology,telecoms
observium-docker,multi-service-compose-stack,Multi Service Compose Stack,telecoms
observium-docker,device-polling,Device Polling,telecoms
observium-docker,streaming-telemetry,Streaming Telemetry,telecoms
observium-docker,mariadb-backend,Mariadb Backend,telecoms
odtn-emulator,openconfig-device-emulator,Openconfig Device Emulator,telecoms
odtn-emulator,netconf-server,Netconf Server,telecoms
odtn-emulator,optical-transport-emulation,Optical Transport Emulation,telecoms
odtn-emulator,netopeer2-server,Netopeer2 Server,telecoms
odtn-emulator,config-mutation,Config Mutation,telecoms
odtn-emulator,yang-datastore,Yang Datastore,telecoms
odtn-emulator,ssh-server,Ssh Server,telecoms
odtn-emulator,tapi-emulator,Tapi Emulator,telecoms
odtn-emulator,multi-node-topology,Multi Node Topology,telecoms
odtn-emulator,sysrepo-datastore,Sysrepo Datastore,telecoms
open-vswitch-ovs,gtp-u-tunneling,Gtp U Tunneling,telecoms
open-vswitch-ovs,srv6-forwarding,Srv6 Forwarding,telecoms
open-vswitch-ovs,sdn-dataplane,Sdn Dataplane,telecoms
open-vswitch-ovs,ipfix-export,Ipfix Export,telecoms
open-vswitch-ovs,geneve-tunneling,Geneve Tunneling,telecoms
open-vswitch-ovs,netflow-export,Netflow Export,telecoms
open-vswitch-ovs,ovsdb-server,Ovsdb Server,telecoms
open-vswitch-ovs,config-mutation,Config Mutation,telecoms
open-vswitch-ovs,vlan-switching,Vlan Switching,telecoms
open-vswitch-ovs,erspan-mirroring,Erspan Mirroring,telecoms
open-vswitch-ovs,vxlan-tunneling,Vxlan Tunneling,telecoms
open-vswitch-ovs,packet-forwarding,Packet Forwarding,telecoms
open-vswitch-ovs,openflow-switch,Openflow Switch,telecoms
open-vswitch-ovs,lacp-bonding,Lacp Bonding,telecoms
open-vswitch-ovs,gre-tunneling,Gre Tunneling,telecoms
open-vswitch-ovs,sflow-export,Sflow Export,telecoms
open5gs-k8s,ran-simulation,Ran Simulation,telecoms
open5gs-k8s,5g-core-nrf,5G Core Nrf,telecoms
open5gs-k8s,kubernetes-native-deployment,Kubernetes Native Deployment,telecoms
open5gs-k8s,microservices-5g-core,Microservices 5G Core,telecoms
open5gs-k8s,multi-slice-support,Multi Slice Support,telecoms
open5gs-k8s,5g-core-udm,5G Core Udm,telecoms
open5gs-k8s,5g-core-pcf,5G Core Pcf,telecoms
open5gs-k8s,monitoring-integration,Monitoring Integration,telecoms
open5gs-k8s,network-slicing,Network Slicing,telecoms
open5gs-k8s,5g-core-udr,5G Core Udr,telecoms
open5gs-k8s,pfcp-session-management,Pfcp Session Management,telecoms
open5gs-k8s,gtp-u-tunneling,Gtp U Tunneling,telecoms
open5gs-k8s,5g-core-ausf,5G Core Ausf,telecoms
open5gs-k8s,config-mutation,Config Mutation,telecoms
open5gs-k8s,5g-core-amf,5G Core Amf,telecoms
open5gs-k8s,5g-core-nssf,5G Core Nssf,telecoms
open5gs-k8s,5g-core-bsf,5G Core Bsf,telecoms
open5gs-k8s,5g-core-smf,5G Core Smf,telecoms
open5gs-k8s,sbi-rest-api,Sbi Rest Api,telecoms
open5gs-k8s,5g-core-upf,5G Core Upf,telecoms
open5gs-k8s,ueransim-integration,Ueransim Integration,telecoms
opensips-ims-community-edition,sip-proxy,Sip Proxy,telecoms
opensips-ims-community-edition,ims-cscf,Ims Cscf,telecoms
opensips-ims-community-edition,config-mutation,Config Mutation,telecoms
opensips-ims-community-edition,i-cscf,I Cscf,telecoms
opensips-ims-community-edition,ims-registration,Ims Registration,telecoms
opensips-ims-community-edition,s-cscf,S Cscf,telecoms
opensips-ims-community-edition,3gpp-ims-core,3Gpp Ims Core,telecoms
opensips-ims-community-edition,p-cscf,P Cscf,telecoms
opensips-ims-community-edition,volte-signaling,Volte Signaling,telecoms
opensips-ims-community-edition,diameter-signaling,Diameter Signaling,telecoms
osmocom-docker-playground,gsm-sgsn,Gsm Sgsn,telecoms
osmocom-docker-playground,gsm-bts,Gsm Bts,telecoms
osmocom-docker-playground,gsm-msc,Gsm Msc,telecoms
osmocom-docker-playground,ttcn3-test-automation,Ttcn3 Test Automation,telecoms
osmocom-docker-playground,gsm-bsc,Gsm Bsc,telecoms
osmocom-docker-playground,sigtran-sccp,Sigtran Sccp,telecoms
osmocom-docker-playground,containerized-telecom-stack,Containerized Telecom Stack,telecoms
osmocom-docker-playground,gsm-hlr,Gsm Hlr,telecoms
osmocom-docker-playground,ss7-stp,Ss7 Stp,telecoms
osmocom-docker-playground,config-mutation,Config Mutation,telecoms
osmocom-docker-playground,media-gateway,Media Gateway,telecoms
osmocom-docker-playground,umts-core-network,Umts Core Network,telecoms
osmocom-docker-playground,osmocom-ecosystem,Osmocom Ecosystem,telecoms
osmocom-docker-playground,sigtran-m3ua,Sigtran M3Ua,telecoms
pmacct,traffic-aggregation,Traffic Aggregation,telecoms
pmacct,database-export,Database Export,telecoms
pmacct,bgp-correlation,Bgp Correlation,telecoms
pmacct,ipfix-collection,Ipfix Collection,telecoms
pmacct,network-data-enrichment,Network Data Enrichment,telecoms
pmacct,flow-accounting,Flow Accounting,telecoms
pmacct,streaming-telemetry,Streaming Telemetry,telecoms
pmacct,packet-capture,Packet Capture,telecoms
pmacct,rpki-validation,Rpki Validation,telecoms
pmacct,netflow-collection,Netflow Collection,telecoms
pmacct,flow-classification,Flow Classification,telecoms
pmacct,sflow-collection,Sflow Collection,telecoms
pmacct,protocol-analysis,Protocol Analysis,telecoms
pmacct,kafka-export,Kafka Export,telecoms
pmacct,bmp-monitoring,Bmp Monitoring,telecoms
pmacct,rabbitmq-export,Rabbitmq Export,telecoms
poseidon,openflow-integration,Openflow Integration,telecoms
poseidon,network-situational-awareness,Network Situational Awareness,telecoms
poseidon,web-dashboard,Web Dashboard,telecoms
poseidon,packet-capture,Packet Capture,telecoms
poseidon,docker-compose-stack,Docker Compose Stack,telecoms
poseidon,sdn-network-visibility,Sdn Network Visibility,telecoms
poseidon,ml-device-classification,Ml Device Classification,telecoms
poseidon,network-anomaly-detection,Network Anomaly Detection,telecoms
poseidon,protocol-analysis,Protocol Analysis,telecoms
poseidon,faucet-sdn-controller,Faucet Sdn Controller,telecoms
quic-network-simulator,ns3-integration,Ns3 Integration,telecoms
quic-network-simulator,multi-container-client-server,Multi Container Client Server,telecoms
quic-network-simulator,packet-loss-simulation,Packet Loss Simulation,telecoms
quic-network-simulator,protocol-interoperability-testing,Protocol Interoperability Testing,telecoms
quic-network-simulator,network-simulation,Network Simulation,telecoms
quic-network-simulator,latency-emulation,Latency Emulation,telecoms
quic-network-simulator,link-impairment,Link Impairment,telecoms
quic-network-simulator,traffic-generation,Traffic Generation,telecoms
quic-network-simulator,bandwidth-throttling,Bandwidth Throttling,telecoms
quic-network-simulator,quic-protocol-testing,Quic Protocol Testing,telecoms
quic-network-simulator,udp-traffic-generation,Udp Traffic Generation,telecoms
rousette,netconf-restconf-bridge,Netconf Restconf Bridge,telecoms
rousette,xml-json-encoding,Xml Json Encoding,telecoms
rousette,rpc-execution,Rpc Execution,telecoms
rousette,config-mutation,Config Mutation,telecoms
rousette,yang-datastore,Yang Datastore,telecoms
rousette,nacm-access-control,Nacm Access Control,telecoms
rousette,yang-module-library,Yang Module Library,telecoms
rousette,netconf-notification-streams,Netconf Notification Streams,telecoms
rousette,restconf-server,Restconf Server,telecoms
salt-nornir-docker,salt-api,Salt Api,telecoms
salt-nornir-docker,saltstack-master,Saltstack Master,telecoms
salt-nornir-docker,nornir-execution-engine,Nornir Execution Engine,telecoms
salt-nornir-docker,netconf-client,Netconf Client,telecoms
salt-nornir-docker,event-driven-automation,Event Driven Automation,telecoms
salt-nornir-docker,config-mutation,Config Mutation,telecoms
salt-nornir-docker,ssh-automation,Ssh Automation,telecoms
salt-nornir-docker,salt-proxy-minion,Salt Proxy Minion,telecoms
salt-nornir-docker,network-orchestration,Network Orchestration,telecoms
salt-nornir-docker,multi-device-management,Multi Device Management,telecoms
sflow-rt,network-telemetry,Network Telemetry,telecoms
sflow-rt,prometheus-exporter,Prometheus Exporter,telecoms
sflow-rt,real-time-flow-analysis,Real Time Flow Analysis,telecoms
sflow-rt,flow-monitoring,Flow Monitoring,telecoms
sflow-rt,sflow-analytics-engine,Sflow Analytics Engine,telecoms
sflow-rt,web-dashboard,Web Dashboard,telecoms
sflow-rt,grafana-dashboard,Grafana Dashboard,telecoms
sflow-rt,streaming-telemetry,Streaming Telemetry,telecoms
sflow-rt,rest-api,Rest Api,telecoms
shadow,deterministic-replay,Deterministic Replay,telecoms
shadow,udp-stack-emulation,Udp Stack Emulation,telecoms
shadow,discrete-event-network-simulation,Discrete Event Network Simulation,telecoms
shadow,tls-support,Tls Support,telecoms
shadow,link-impairment,Link Impairment,telecoms
shadow,tcp-stack-emulation,Tcp Stack Emulation,telecoms
shadow,syscall-interposition,Syscall Interposition,telecoms
shadow,fault-injection,Fault Injection,telecoms
shadow,reproducible-experiments,Reproducible Experiments,telecoms
shadow,real-application-execution,Real Application Execution,telecoms
shadow,controlled-network-conditions,Controlled Network Conditions,telecoms
shadow,large-scale-process-simulation,Large Scale Process Simulation,telecoms
sionna-visualizer,web-dashboard,Web Dashboard,telecoms
sionna-visualizer,6g-simulation-visualization,6G Simulation Visualization,telecoms
sionna-visualizer,ber-analysis,Ber Analysis,telecoms
sionna-visualizer,beam-pattern-visualization,Beam Pattern Visualization,telecoms
sionna-visualizer,path-loss-analysis,Path Loss Analysis,telecoms
sionna-visualizer,channel-capacity-visualization,Channel Capacity Visualization,telecoms
sionna-visualizer,ofdm-simulation,Ofdm Simulation,telecoms
sionna-visualizer,sionna-bridge,Sionna Bridge,telecoms
sionna-visualizer,rest-api-backend,Rest Api Backend,telecoms
sionna-visualizer,postgresql-datastore,Postgresql Datastore,telecoms
sionna-visualizer,multi-service-compose-stack,Multi Service Compose Stack,telecoms
sipp,sctp-sip-support,Sctp Sip Support,telecoms
sipp,xml-scenario-execution,Xml Scenario Execution,telecoms
sipp,call-flow-simulation,Call Flow Simulation,telecoms
sipp,sip-traffic-generation,Sip Traffic Generation,telecoms
sipp,traffic-generation,Traffic Generation,telecoms
sipp,load-testing,Load Testing,telecoms
sipp,rtp-media-simulation,Rtp Media Simulation,telecoms
sipp,pcap-replay,Pcap Replay,telecoms
sipp,sip-load-testing,Sip Load Testing,telecoms
sipp,sip-protocol-conformance-testing,Sip Protocol Conformance Testing,telecoms
sipp,tls-sip-support,Tls Sip Support,telecoms
sonic-software-for-open-networking-in-the-cloud,virtual-switch-sonic-vs,Virtual Switch Sonic Vs,telecoms
sonic-software-for-open-networking-in-the-cloud,network-operating-system,Network Operating System,telecoms
sonic-software-for-open-networking-in-the-cloud,qos-management,Qos Management,telecoms
sonic-software-for-open-networking-in-the-cloud,snmp-agent,Snmp Agent,telecoms
sonic-software-for-open-networking-in-the-cloud,containerized-nos,Containerized Nos,telecoms
sonic-software-for-open-networking-in-the-cloud,containerlab-integration,Containerlab Integration,telecoms
sonic-software-for-open-networking-in-the-cloud,data-center-switching,Data Center Switching,telecoms
sonic-software-for-open-networking-in-the-cloud,lacp-bonding,Lacp Bonding,telecoms
sonic-software-for-open-networking-in-the-cloud,rdma-support,Rdma Support,telecoms
sonic-software-for-open-networking-in-the-cloud,config-mutation,Config Mutation,telecoms
sonic-software-for-open-networking-in-the-cloud,ospf-routing,Ospf Routing,telecoms
sonic-software-for-open-networking-in-the-cloud,lldp-discovery,Lldp Discovery,telecoms
sonic-software-for-open-networking-in-the-cloud,ecmp-load-balancing,Ecmp Load Balancing,telecoms
sonic-software-for-open-networking-in-the-cloud,pfc-flow-control,Pfc Flow Control,telecoms
sonic-software-for-open-networking-in-the-cloud,modular-docker-architecture,Modular Docker Architecture,telecoms
sonic-software-for-open-networking-in-the-cloud,bgp-routing,Bgp Routing,telecoms
sonic-software-for-open-networking-in-the-cloud,sflow-telemetry,Sflow Telemetry,telecoms
telegraf,sflow-collection,Sflow Collection,telecoms
telegraf,snmpv3-polling,Snmpv3 Polling,telecoms
telegraf,plugin-driven-agent,Plugin Driven Agent,telecoms
telegraf,ipfix-collection,Ipfix Collection,telecoms
telegraf,prometheus-output,Prometheus Output,telecoms
telegraf,mqtt-ingestion,Mqtt Ingestion,telecoms
telegraf,snmp-polling,Snmp Polling,telecoms
telegraf,metrics-aggregation,Metrics Aggregation,telecoms
telegraf,metrics-pipeline,Metrics Pipeline,telecoms
telegraf,gnmi-subscription,Gnmi Subscription,telecoms
telegraf,streaming-telemetry,Streaming Telemetry,telecoms
telegraf,system-stats-collection,System Stats Collection,telecoms
telegraf,netflow-collection,Netflow Collection,telecoms
telegraf,openconfig-telemetry,Openconfig Telemetry,telecoms
telegraf,influxdb-output,Influxdb Output,telecoms
towards5gs-helm,5g-core-upf,5G Core Upf,telecoms
towards5gs-helm,5g-core-nrf,5G Core Nrf,telecoms
towards5gs-helm,web-dashboard,Web Dashboard,telecoms
towards5gs-helm,5g-core-udm,5G Core Udm,telecoms
towards5gs-helm,helm-chart-deployment,Helm Chart Deployment,telecoms
towards5gs-helm,5g-core-pcf,5G Core Pcf,telecoms
towards5gs-helm,5g-core-udr,5G Core Udr,telecoms
towards5gs-helm,ue-simulator,Ue Simulator,telecoms
towards5gs-helm,pfcp-session-management,Pfcp Session Management,telecoms
towards5gs-helm,5g-ran-simulator,5G Ran Simulator,telecoms
towards5gs-helm,ngap-interface,Ngap Interface,telecoms
towards5gs-helm,config-mutation,Config Mutation,telecoms
towards5gs-helm,5g-core-amf,5G Core Amf,telecoms
towards5gs-helm,5g-core-nssf,5G Core Nssf,telecoms
towards5gs-helm,5g-core-smf,5G Core Smf,telecoms
towards5gs-helm,sbi-rest-api,Sbi Rest Api,telecoms
towards5gs-helm,cloud-native-5g,Cloud Native 5G,telecoms
towards5gs-helm,gtp-u-dataplane,Gtp U Dataplane,telecoms
towards5gs-helm,n3iwf-untrusted-access,N3Iwf Untrusted Access,telecoms
towards5gs-helm,5g-core-ausf,5G Core Ausf,telecoms
aether-sd-core-omec-project,5g-core-amf,5G Core Amf,telecoms
aether-sd-core-omec-project,5g-core-smf,5G Core Smf,telecoms
aether-sd-core-omec-project,5g-core-upf,5G Core Upf,telecoms
aether-sd-core-omec-project,5g-core-ausf,5G Core Ausf,telecoms
aether-sd-core-omec-project,5g-core-nrf,5G Core Nrf,telecoms
aether-sd-core-omec-project,5g-core-pcf,5G Core Pcf,telecoms
aether-sd-core-omec-project,5g-core-udm,5G Core Udm,telecoms
aether-sd-core-omec-project,5g-core-udr,5G Core Udr,telecoms
aether-sd-core-omec-project,ran-simulator-gnbsim,Ran Simulator Gnbsim,telecoms
aether-sd-core-omec-project,sctp-load-balancer,Sctp Load Balancer,telecoms
aether-sd-core-omec-project,nas-protocol-handling,Nas Protocol Handling,telecoms
aether-sd-core-omec-project,ngap-protocol-handling,Ngap Protocol Handling,telecoms
aether-sd-core-omec-project,pfcp-session-management,Pfcp Session Management,telecoms
aether-sd-core-omec-project,gtp-u-tunneling,Gtp U Tunneling,telecoms
aether-sd-core-omec-project,sbi-rest-api,Sbi Rest Api,telecoms
aether-sd-core-omec-project,cloud-native-5g-core,Cloud Native 5G Core,telecoms
anteon-ddosify,http-load-testing,Http Load Testing,telecoms
anteon-ddosify,ebpf-monitoring,Ebpf Monitoring,telecoms
anteon-ddosify,service-map-generation,Service Map Generation,telecoms
anteon-ddosify,traffic-generation,Traffic Generation,telecoms
anteon-ddosify,web-dashboard,Web Dashboard,telecoms
anteon-ddosify,performance-testing,Performance Testing,telecoms
anteon-ddosify,no-code-scenario-builder,No Code Scenario Builder,telecoms
anteon-ddosify,kubernetes-observability,Kubernetes Observability,telecoms
blockstream-satellite-api,rest-api-server,Rest Api Server,telecoms
blockstream-satellite-api,message-queue-management,Message Queue Management,telecoms
blockstream-satellite-api,lightning-payment-processing,Lightning Payment Processing,telecoms
blockstream-satellite-api,satellite-broadcast-scheduling,Satellite Broadcast Scheduling,telecoms
blockstream-satellite-api,transmitter-daemon,Transmitter Daemon,telecoms
blockstream-satellite-api,redis-backed-queue,Redis Backed Queue,telecoms
blockstream-satellite-api,bitcoin-lightning-charge,Bitcoin Lightning Charge,telecoms
cgrates,diameter-agent,Diameter Agent,telecoms
cgrates,radius-agent,Radius Agent,telecoms
cgrates,online-charging-system,Online Charging System,telecoms
cgrates,offline-charging-system,Offline Charging System,telecoms
cgrates,cdr-logging,Cdr Logging,telecoms
cgrates,rating-engine,Rating Engine,telecoms
cgrates,fraud-detection,Fraud Detection,telecoms
cgrates,json-rpc-api,Json Rpc Api,telecoms
cgrates,billing-engine,Billing Engine,telecoms
cgrates,session-management,Session Management,telecoms
cisco-ios-xe-mdt,grpc-dial-out-receiver,Grpc Dial Out Receiver,telecoms
cisco-ios-xe-mdt,yang-model-driven-telemetry,Yang Model Driven Telemetry,telecoms
cisco-ios-xe-mdt,tls-grpc-endpoint,Tls Grpc Endpoint,telecoms
cisco-ios-xe-mdt,ios-xe-mdt-lab,Ios Xe Mdt Lab,telecoms
cisco-ios-xe-mdt,netconf-client,Netconf Client,telecoms
cisco-ios-xe-mdt,telemetry-pipeline,Telemetry Pipeline,telecoms
colosseum-near-rt-ric,near-rt-ric,Near Rt Ric,telecoms
colosseum-near-rt-ric,e2ap-interface,E2Ap Interface,telecoms
colosseum-near-rt-ric,rmr-message-routing,Rmr Message Routing,telecoms
colosseum-near-rt-ric,e2term-endpoint,E2Term Endpoint,telecoms
colosseum-near-rt-ric,e2mgr-service,E2Mgr Service,telecoms
colosseum-near-rt-ric,xapp-hosting,Xapp Hosting,telecoms
colosseum-near-rt-ric,sctp-transport,Sctp Transport,telecoms
colosseum-near-rt-ric,o-ran-e2-simulation,O Ran E2 Simulation,telecoms
colosseum-near-rt-ric,containerized-ric-stack,Containerized Ric Stack,telecoms
core-common-open-research-emulator,network-emulation,Network Emulation,telecoms
core-common-open-research-emulator,topology-design-gui,Topology Design Gui,telecoms
core-common-open-research-emulator,python-scripting-api,Python Scripting Api,telecoms
core-common-open-research-emulator,bgp-emulation,Bgp Emulation,telecoms
core-common-open-research-emulator,ospf-emulation,Ospf Emulation,telecoms
core-common-open-research-emulator,rip-emulation,Rip Emulation,telecoms
core-common-open-research-emulator,olsr-emulation,Olsr Emulation,telecoms
core-common-open-research-emulator,manet-emulation,Manet Emulation,telecoms
core-common-open-research-emulator,wireless-rf-emulation,Wireless Rf Emulation,telecoms
core-common-open-research-emulator,virtual-network-nodes,Virtual Network Nodes,telecoms
core-common-open-research-emulator,automated-topology-creation,Automated Topology Creation,telecoms
core-common-open-research-emulator,live-network-bridging,Live Network Bridging,telecoms
coturn,turn-server,Turn Server,telecoms
coturn,stun-server,Stun Server,telecoms
coturn,ice-negotiation,Ice Negotiation,telecoms
coturn,nat-traversal,Nat Traversal,telecoms
coturn,webrtc-relay,Webrtc Relay,telecoms
coturn,voip-signaling-support,Voip Signaling Support,telecoms
coturn,tls-dtls-termination,Tls Dtls Termination,telecoms
coturn,udp-tcp-relay,Udp Tcp Relay,telecoms
drachtio-server,sip-server,Sip Server,telecoms
drachtio-server,sip-call-processing,Sip Call Processing,telecoms
drachtio-server,sip-proxy,Sip Proxy,telecoms
drachtio-server,sip-registrar,Sip Registrar,telecoms
drachtio-server,websocket-sip,Websocket Sip,telecoms
drachtio-server,tls-sip,Tls Sip,telecoms
drachtio-server,prometheus-metrics,Prometheus Metrics,telecoms
drachtio-server,homer-integration,Homer Integration,telecoms
drachtio-server,programmable-sip-engine,Programmable Sip Engine,telecoms
drachtio-server,sofia-sip-stack,Sofia Sip Stack,telecoms
eclipse-basyx,asset-administration-shell-server,Asset Administration Shell Server,telecoms
eclipse-basyx,digital-twin-registry,Digital Twin Registry,telecoms
eclipse-basyx,rest-api-server,Rest Api Server,telecoms
eclipse-basyx,submodel-repository,Submodel Repository,telecoms
eclipse-basyx,aas-repository,Aas Repository,telecoms
eclipse-basyx,mqtt-broker-integration,Mqtt Broker Integration,telecoms
eclipse-basyx,opcua-server,Opcua Server,telecoms
eclipse-basyx,concept-description-repository,Concept Description Repository,telecoms
eupf,5g-upf,5G Upf,telecoms
eupf,pfcp-server,Pfcp Server,telecoms
eupf,gtp-u-forwarding,Gtp U Forwarding,telecoms
eupf,ebpf-packet-forwarding,Ebpf Packet Forwarding,telecoms
eupf,n3-interface,N3 Interface,telecoms
eupf,n4-interface,N4 Interface,telecoms
eupf,n6-interface,N6 Interface,telecoms
